0	909.2224635	554.4268048	0.099675186	8.86348E-05	0.036194187
1	676.9814863	722.2853662	0.073172859	1.90224E-05	0.041700381
2	832.7951844	332.178449	0.018762011	9.43141E-05	0.091505068
3	507.5877259	396.6751068	0.089660832	6.13652E-06	0.089266933
4	636.5041164	84.91108762	0.097962471	8.41406E-05	0.067284708
5	441.0072201	571.6131606	0.015245709	5.04639E-05	0.098678001
6	435.9609446	443.4736313	0.026550934	9.76092E-05	0.015041567
7	994.1529299	649.6453409	0.032650376	6.67642E-05	0.036964431
8	710.0784973	953.2690148	0.058842165	5.3286E-05	0.021294516
9	234.2105153	195.6704525	0.089971058	3.77146E-05	0.082056177
10	590.7941999	624.3671768	0.047331296	6.92073E-05	0.067300186
11	766.9457895	213.6255864	0.088970032	8.74963E-05	0.059300164
12	167.1260353	678.4533326	0.024406263	6.20793E-05	0.019952437
13	291.6671707	559.1702928	0.082139563	6.15645E-05	0.074813705
14	225.8332062	846.7684559	0.010041498	8.99324E-05	0.070418912
15	549.9003467	594.9673536	0.059040632	3.28444E-05	0.06663868
16	512.0856839	492.1435225	0.086828858	3.90631E-05	0.076934499
17	484.0895782	567.2282378	0.024780998	9.89039E-05	0.064393028
18	160.9302974	903.4245717	0.072391944	6.52007E-05	0.064998225
19	818.1482847	210.5121621	0.02889905	4.49443E-05	0.067578611
20	423.9732383	342.0313065	0.067872004	7.10203E-05	0.038681937
21	73.43917866	772.3372058	0.053793162	6.97888E-05	0.085140488
22	195.5822033	808.0867549	0.037153183	1.57252E-05	0.079807253
23	241.7721607	989.9827572	0.071788992	5.22464E-05	0.060526164
24	129.0438754	37.50102011	0.077030118	7.39184E-05	0.021365486
25	951.2658141	548.9329287	0.010661151	5.41252E-05	0.04493236
26	325.495177	941.5876492	0.048700908	4.95372E-05	0.021859317
27	981.4263854	205.7303347	0.087878993	4.60531E-05	0.07861395
28	677.0801524	557.2362663	0.019036533	9.40945E-05	0.080208231
29	410.5555609	67.58077626	0.025000932	8.86831E-05	0.059966176
30	950.6661551	588.3602947	0.062318654	2.89785E-05	0.044866626
31	511.6069573	486.8688972	0.056171276	5.88874E-05	0.013019621
32	609.5868356	788.2842582	0.010237464	9.19084E-05	0.019253992
33	751.8678442	650.8155353	0.080673818	8.30278E-05	0.026664253
34	188.2615175	757.9303341	0.033922605	1.72329E-06	0.025371008
35	897.3516312	224.8281603	0.037063717	2.73974E-05	0.023217185
36	758.1736675	216.1087046	0.041381791	9.62399E-05	0.043858045
37	274.5436804	342.6651528	0.079560828	1.68593E-05	0.02775392
38	653.5741547	435.9125845	0.053252531	7.31283E-05	0.013711954
39	700.1512086	827.3561562	0.039155467	6.62262E-05	0.00439258
40	161.4072592	335.1628165	0.052117431	2.86327E-05	0.011039327
41	453.7656901	773.8899734	0.025682507	1.7044E-06	0.070533801
42	322.3406721	659.0433282	0.013885942	8.6363E-05	0.019711841
43	938.8538011	528.0026772	0.072242522	2.79464E-05	0.014440761
44	338.4136694	799.5136259	0.069144265	1.74717E-05	0.064629072
45	354.2515728	654.9683081	0.072452555	2.026E-05	0.074988172
46	337.6995201	58.77941388	0.082183172	3.03705E-05	0.094892378
47	781.3427602	708.1150704	0.022087549	2.38212E-05	0.075418425
48	407.5125966	583.0487686	0.057310491	3.59211E-05	0.023747172
49	581.3620954	478.8602166	0.093162155	9.99433E-05	0.049758069
